id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2078,Central comfy close to Metro Laurie,2277,Nelia,,Le Plateau-Mont-Royal,45.53069,-73.58588,Private room,39,2,245,2018-09-23,2.41,1,226
2843,Fabulous downtown/airport room,2319,Gail,,Le Sud-Ouest,45.48442,-73.57923,Private room,30,1,143,2019-12-30,1.11,5,18
14584,"Spread Out in 1,200 Square Feet of Luxury in the Plateau",57358,Verona,,Le Plateau-Mont-Royal,45.54135,-73.57814,Entire home/apt,175,3,171,2019-11-29,1.63,1,363
29059,Lovely studio Quartier Latin,125031,Maryline,,Ville-Marie,45.51888,-73.56546,Entire home/apt,81,2,319,2020-01-03,2.74,2,318
29061,Maison historique - Quartier Latin,125031,Maryline,,Ville-Marie,45.5202,-73.56422,Entire home/apt,145,3,65,2020-01-01,0.68,2,344
31847,Downtown/Airport room,2319,Gail,,Le Sud-Ouest,45.48358,-73.57892,Private room,30,1,151,2019-10-02,1.30,5,354
34715,Chez Patrac ! Métro Beaubien,149769,Alain,,Rosemont-La Petite-Patrie,45.5384,-73.60355,Entire home/apt,140,4,4,2011-09-12,0.04,1,275
36301,Romantic & peaceful Plateau  loft,381468,Sylvie,,Le Plateau-Mont-Royal,45.52836,-73.58342,Entire home/apt,140,3,37,2019-11-22,0.65,7,365
38118,Beautiful room  with a balcony in front of a parc,163569,M.,,Ville-Marie,45.52671,-73.55917,Private room,50,1,14,2019-09-15,0.14,3,365
41819,Comfortable 2 B/R Downtown Montreal,2319,Gail,,Le Sud-Ouest,45.4843,-73.57939,Entire home/apt,101,1,395,2020-01-01,3.44,5,0
41859,WiFi-PRIVATE apartments Furn dwtn,182949,Zhang,,Mercier-Hochelaga-Maisonneuve,45.54571,-73.53853,Entire home/apt,37,30,16,2015-08-05,0.14,4,165
46626,Charming MtlHomestay Accommodation!,208453,Maureen,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46834,-73.60695,Private room,55,3,20,2019-09-12,0.19,2,365
50479,L'Arcade Douce,231694,Noémie,,Rosemont-La Petite-Patrie,45.54186,-73.60624,Entire home/apt,85,2,106,2020-01-09,0.94,1,36
52573,Hidden treasure on the Plateau,123488,Antoine,,Le Plateau-Mont-Royal,45.52908,-73.57499,Entire home/apt,101,7,46,2019-08-10,0.42,1,167
53471,Modern Loft in Renovated Bank,248915,Luc,,Rosemont-La Petite-Patrie,45.55704,-73.57252,Private room,80,3,64,2019-10-14,0.57,2,0
58484,Bright Open Concept 2 Storey Home,279906,Chris,,Le Plateau-Mont-Royal,45.51979,-73.57737,Entire home/apt,198,5,20,2019-09-02,0.19,1,192
60268,Furnished bedroom and private bath-newly renovated,283339,Kimberley,,Dorval,45.44239,-73.76493,Private room,40,1,79,2019-12-03,1.15,1,365
60585,Sunny single room on the Plateau ,292127,Valeria,,Le Plateau-Mont-Royal,45.52926,-73.58616,Private room,35,1,92,2016-01-02,0.94,1,0
66247,Large Loft in Historic Old Montreal,318040,Seb,,Ville-Marie,45.50475,-73.55574,Entire home/apt,110,14,264,2019-07-19,2.40,53,51
66249,** Chinatown & Financial District **,318040,Seb,,Ville-Marie,45.51034,-73.56874,Entire home/apt,85,1,213,2019-12-30,1.94,53,301
66365,Perfect for Business - Parfait Pour Affaires,318040,Seb,,Ville-Marie,45.50477,-73.56097,Entire home/apt,125,1,142,2019-12-11,1.30,53,307
66541,Cozy Apartment In The Heart Of Old Montreal,318040,Seb,,Ville-Marie,45.50391,-73.55797,Entire home/apt,104,1,248,2019-12-25,2.32,53,345
66892,PLATEAU - huge private terrace,328883,Angele,,Le Plateau-Mont-Royal,45.5251,-73.57797,Entire home/apt,115,3,217,2019-12-29,2.03,1,293
67514,Double Bed in Room with Skylight,333083,Dan,,Montréal-Ouest,45.45372,-73.6506,Private room,150,3,0,,,1,365
68510,"WiFi-PRIVATE cute,cozy, comfortable",182949,Zhang,,Mercier-Hochelaga-Maisonneuve,45.54628,-73.53676,Entire home/apt,27,30,15,2013-08-06,0.14,4,165
68514,CLASSY ROMANTIC SUITE FOR LOVERS,182949,Zhang,,Mercier-Hochelaga-Maisonneuve,45.5462,-73.5366,Entire home/apt,33,30,5,2014-10-13,0.05,4,196
68517,CRESCENT! BEST VIEW ! BEST LOCATION,318040,Seb,,Ville-Marie,45.49838,-73.57782,Entire home/apt,99,3,175,2019-11-29,1.60,53,141
70801,"Large, sunny house near Old MTL",294382,Jennifer&Steeve,,Le Sud-Ouest,45.47816,-73.5551,Entire home/apt,185,3,100,2020-01-06,1.85,1,0
71451,"Friendly, local, cozy in the best hood (Mile End)!",365393,Sheenah,,Le Plateau-Mont-Royal,45.52196,-73.59038,Private room,35,2,198,2019-12-19,2.14,2,0
73171,Romantic garden studio in Plateau,381468,Sylvie,,Le Plateau-Mont-Royal,45.52975,-73.58401,Entire home/apt,110,3,76,2020-01-02,0.71,7,212
75092,Family home with great backyard !,389705,Dan & Chris,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46444,-73.62603,Entire home/apt,155,9,9,2017-08-17,0.13,1,335
85267,Country feeling loft in Plateau ,381468,Sylvie,,Le Plateau-Mont-Royal,45.52996,-73.58219,Entire home/apt,131,3,21,2019-08-28,0.20,7,278
85603,* * Palais Des Congrès - Convention Centre * *,318040,Seb,,Ville-Marie,45.50492,-73.56109,Entire home/apt,90,1,153,2019-12-28,1.45,53,300
88283,Charmant Rdc au Coeur de la Petite-Patrie,482870,Lionel,,Rosemont-La Petite-Patrie,45.53751,-73.61046,Entire home/apt,64,21,0,,,1,0
89957,Cosy bedroom private bathroom near the airport,480724,Cecile,,Dorval,45.44577,-73.77014,Private room,76,1,8,2017-07-03,0.08,2,347
96822,Beautiful Loft In Place Jean-Paul Riopelle,318040,Seb,,Ville-Marie,45.5049,-73.56124,Entire home/apt,93,1,213,2019-02-15,2.15,53,77
98825,Nice apartment in Little-Italy,520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53757,-73.61762,Entire home/apt,99,31,61,2018-08-31,0.59,4,153
99334,Room in the heart of the plateau,523226,Michael,,Le Plateau-Mont-Royal,45.51606,-73.58069,Private room,40,2,232,2020-01-05,2.96,1,249
99859,Plateau Charm,525486,Sesaye,,Le Plateau-Mont-Royal,45.51915,-73.57872,Entire home/apt,175,30,29,2018-08-06,0.28,1,365
100631,Artisanal Room in Mile End,528512,Jen,,Le Plateau-Mont-Royal,45.52499,-73.58529,Private room,23,28,198,2019-11-30,1.88,4,0
104554,Large apartment in the heart of Mile end,543969,Victoria,,Le Plateau-Mont-Royal,45.52607,-73.60134,Entire home/apt,90,2,105,2019-12-25,1.00,1,0
107860,Room with Single Bed,528512,Jen,,Le Plateau-Mont-Royal,45.52508,-73.5866,Private room,25,10,143,2020-01-07,1.36,4,65
116931,Nice room with queen sized bed,528512,Jen,,Le Plateau-Mont-Royal,45.52572,-73.58677,Private room,23,30,121,2019-08-30,1.15,4,272
123780,Modern Condo Steps Away From Old Montreal,318040,Seb,,Ville-Marie,45.50465,-73.55787,Entire home/apt,91,3,263,2019-12-28,2.54,53,335
135275,"Charming aparthotel, little Italie",520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53767,-73.61807,Entire home/apt,89,5,72,2019-12-28,0.69,4,210
137443,Quiet place with garden in Mile End (Plateau),656725,Christophe,,Le Plateau-Mont-Royal,45.52668,-73.60036,Entire home/apt,131,1,39,2020-01-02,0.41,3,364
141748,WiFi-Private Apt.- NO SHARING-COZY,182949,Zhang,,Mercier-Hochelaga-Maisonneuve,45.54456,-73.5366,Entire home/apt,27,30,17,2015-07-19,0.16,4,165
142722,Charming studio in Plateau heart,381468,Sylvie,,Le Plateau-Mont-Royal,45.53026,-73.58357,Entire home/apt,120,3,316,2020-01-02,3.05,7,0
143123,Cozy apartment with exceptional view in Old Port,694644,Cindy,,Ville-Marie,45.50405,-73.55989,Entire home/apt,117,3,91,2019-11-04,1.09,1,1
143175,Sunny appartment on the Plateau,688387,Sabrina,,Le Plateau-Mont-Royal,45.53713,-73.5671,Private room,80,2,101,2019-12-29,0.98,1,363
145144,"Bright, Spacious Apartment Near Mont-Royal",683657,Ruth,,Le Plateau-Mont-Royal,45.52534,-73.60815,Entire home/apt,150,2,147,2019-11-03,1.41,1,12
152630,Nice and sunny condo/Outremont,734359,Nicole,,Outremont,45.51719,-73.61799,Entire home/apt,116,15,4,2017-08-28,0.07,1,345
160639,Cosy Studio apartment,38398,Omar,,Rosemont-La Petite-Patrie,45.54396,-73.59828,Entire home/apt,90,5,16,2019-11-30,0.16,1,365
161827,Hogan 60 -Entire Furnished apartment,753212,Georges,,Le Plateau-Mont-Royal,45.53845,-73.56195,Entire home/apt,70,31,12,2019-09-26,0.12,9,135
164042,"Full Apartment, Nice and tidy, Montreal suburb",782627,Sue-Anne,,Beaconsfield,45.43497,-73.85489,Entire home/apt,111,2,30,2019-09-17,0.33,1,364
164087,STUDIO secret studio in the plateau,604849,Martin,,Le Plateau-Mont-Royal,45.52784,-73.57927,Entire home/apt,175,1,492,2019-12-30,4.80,7,316
164601,Hogan 64 - Entire Furnished apartment,753212,Georges,,Le Plateau-Mont-Royal,45.53959,-73.56062,Private room,80,31,4,2019-09-11,0.04,9,196
165108,The Cocooning in Rosemont,787391,Karine,,Rosemont-La Petite-Patrie,45.54557,-73.57123,Entire home/apt,65,7,23,2020-01-01,0.23,3,182
168331,LA FAMILLE  big 2 bedroom apt in the plateau,604849,Martin,,Le Plateau-Mont-Royal,45.52951,-73.58001,Entire home/apt,175,1,511,2019-12-29,5.05,7,261
171627,MINI LOUNGE LOFT,818883,Lapelemo,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4933,-73.62664,Private room,55,365,1,2011-08-11,0.01,3,135
172492,"Plateau Mont-Royal  9 beds/12persons, AC",823036,Diane,,Le Plateau-Mont-Royal,45.51482,-73.57239,Entire home/apt,500,3,237,2020-01-06,2.39,5,267
172872,Blue Sunny Room,825067,Barnabé,,Rosemont-La Petite-Patrie,45.54931,-73.57338,Private room,35,2,68,2019-11-07,0.67,3,339
176844,Garden aptmnt in front of Mt Royal ,845694,Jonah,,Le Plateau-Mont-Royal,45.51684,-73.58182,Entire home/apt,120,3,47,2016-08-02,0.46,1,173
179714,Les appartements de la Belle Rive 2,860529,,,Mercier-Hochelaga-Maisonneuve,45.60585,-73.51182,Entire home/apt,115,1,6,2016-09-10,0.06,5,365
180947,"Loft at Unity 1, Downtown - 423",387422,Simplissimmo,,Ville-Marie,45.50377,-73.56378,Entire home/apt,121,30,4,2018-10-22,0.05,49,358
182142,6 1/2- COSY - GARDEN & ELECTRIC CAR,818883,Lapelemo,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49329,-73.62615,Entire home/apt,200,31,0,,,3,12
183149,Les appartements de la Belle Rive 3,860529,,,Mercier-Hochelaga-Maisonneuve,45.60475,-73.51257,Entire home/apt,115,1,10,2019-12-30,0.19,5,365
183166,Les appartements de la Belle Rive 4,860529,,,Mercier-Hochelaga-Maisonneuve,45.60423,-73.51098,Entire home/apt,115,1,2,2017-12-31,0.05,5,365
183306,06- Furnished apartment all inclusive,753212,Georges,,Le Plateau-Mont-Royal,45.53939,-73.56204,Entire home/apt,55,31,6,2019-06-10,0.06,9,18
187109,Montreal superb apartment,899840,Joanne,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48318,-73.63545,Entire home/apt,50,14,111,2018-07-29,1.09,3,105
187966,Fantastic Light in Active Mile End,897879,Bob,,Le Plateau-Mont-Royal,45.5181,-73.59332,Entire home/apt,101,10,0,,,1,0
190003,Large sunny room HEARTH of plateau,640693,Marco,,Le Plateau-Mont-Royal,45.52023,-73.57075,Private room,13294,99,1,2011-08-13,0.01,1,365
191567,Cozy and beautiful room in Montreal,926590,Isaumir,,Le Sud-Ouest,45.47854,-73.58642,Private room,44,1,22,2015-08-27,0.22,2,364
196007,Apt top furnished - close downtown,953618,Yves,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48214,-73.62863,Entire home/apt,131,7,62,2019-08-05,0.62,1,1
198109,"6 beds, CLEAN 3 BR HOME NEAR METRO, HEC, DOWNTOWN",966575,Rose,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49604,-73.63742,Entire home/apt,150,2,78,2019-10-13,0.79,19,365
200322,Big double room,163569,M.,,Ville-Marie,45.52732,-73.55633,Private room,104,1,0,,,3,365
205535,Chez Brasil - Color House,1010569,Eliana,,Rosemont-La Petite-Patrie,45.55337,-73.56184,Entire home/apt,131,5,17,2018-08-12,0.25,2,347
206460,All you need in central Montreal,1015379,Marie,,Le Plateau-Mont-Royal,45.51956,-73.58036,Entire home/apt,157,4,146,2019-01-02,1.47,2,222
206647,Charming apartment (Atwater market),1016614,Home In Montreal,,Le Sud-Ouest,45.48112,-73.55869,Entire home/apt,55,90,18,2016-06-01,0.20,18,232
208337,"Large apartment, terrace and garden",1025518,Christian,,Le Plateau-Mont-Royal,45.53246,-73.58453,Entire home/apt,150,4,22,2020-01-03,0.22,2,30
210852,BEAUTIFUL 1150 FT APT -  CARRE ST-LOUIS / PLATEAU,1039920,Julia,,Le Plateau-Mont-Royal,45.5183,-73.57149,Entire home/apt,150,4,50,2020-01-02,0.50,1,87
211602,Beautiful sun-filled Studio,407029,Hans,,Baie-d'Urfé,45.41419,-73.90768,Entire home/apt,70,2,159,2019-08-20,2.11,1,223
214412,"LOCATION, LOCATION, LOCATION",1106744,Al-Husein,,Ville-Marie,45.51668,-73.56697,Entire home/apt,115,365,0,,,1,12
218772,"7 BEDS, 4 BEDROOMS SPACIOUS HOME NEAR METRO",966575,Rose,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49712,-73.63414,Entire home/apt,251,2,66,2019-10-27,0.68,19,353
218773,"7 beds, LARGE 3BR HOME NEAR METRO,HEC,DOWNTOWN,JGH",966575,Rose,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49659,-73.63385,Entire home/apt,225,2,70,2019-08-21,0.72,19,355
220624,Petit confortable hôtel au centre-ville Montréal,1143998,Adriana,,Ville-Marie,45.51654,-73.56088,Private room,50,2,15,2019-12-30,1.19,7,57
220634,Apartment Penthouse Downtown,1144088,Ruddy,,Mont-Royal,45.49478,-73.65759,Entire home/apt,69,14,2,2012-12-14,0.02,1,0
224058,Charming & cozy place in Villeray,1165595,Hélène,,Villeray-Saint-Michel-Parc-Extension,45.54495,-73.62547,Entire home/apt,67,21,3,2017-05-07,0.04,1,226
224063,Furnished app 4  1/2 Rosemont,1165771,Géraldine,,Rosemont-La Petite-Patrie,45.55031,-73.5773,Entire home/apt,42,44,1,2019-08-31,0.22,2,0
226833,Rare.Large.Quiet.PARKING.NDG.Vendôme (Website hidden by Airbnb),267146,Zoe,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47127,-73.61513,Private room,50,1,75,2020-01-05,0.75,3,265
228313,Cozy Private Flat ,1191047,Caroline,,Rosemont-La Petite-Patrie,45.53717,-73.59957,Entire home/apt,65,3,1,2012-08-26,0.01,1,5
231472,Charmant appartement équipé,520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53836,-73.61923,Entire home/apt,125,4,20,2020-01-03,0.21,4,176
233596,Big apartment close to the action!,1211106,Vincent,,Ville-Marie,45.52449,-73.54939,Entire home/apt,60,3,85,2020-01-01,0.85,1,125
234198,Lovely studio in little garden,381468,Sylvie,,Le Plateau-Mont-Royal,45.52851,-73.58399,Entire home/apt,90,3,71,2019-12-15,0.74,7,365
237216,"Modern, quiet Studio",1245164,Christophe &  Marie-Andrée,,Villeray-Saint-Michel-Parc-Extension,45.55225,-73.60057,Entire home/apt,80,3,30,2019-11-12,0.30,1,365
238705,Magnificent Family Home in Mile End,1251392,Victor,,Le Plateau-Mont-Royal,45.5212,-73.59176,Entire home/apt,350,7,10,2020-01-02,0.13,1,365
239693,Cozy loft little Italy !!!,555545,Leticia,,Rosemont-La Petite-Patrie,45.53386,-73.61308,Entire home/apt,60,15,70,2019-12-08,0.70,2,42
240166,Comforts of downtown in the suburbs,125594,Grace,,Saint-Léonard,45.58081,-73.61477,Entire home/apt,46,60,1,2017-07-30,0.03,3,347
241212,"Le Laurier, exquisite loft",787391,Karine,,Rosemont-La Petite-Patrie,45.54779,-73.57146,Entire home/apt,101,7,13,2019-10-25,0.14,3,232
242444,Sunny apt on Tree-lined st. Plateau,1272379,Cathia,,Le Plateau-Mont-Royal,45.53587,-73.5753,Entire home/apt,94,30,36,2019-08-29,0.54,1,0
248086,Vintage Plateau 2.5 all inclusive,1300334,Dan,,Le Plateau-Mont-Royal,45.5315,-73.57453,Entire home/apt,37,31,23,2018-08-31,0.25,5,257
248088,"Terrace Plateau, balconies, 4 bedrooms, garage",1300334,Dan,,Le Plateau-Mont-Royal,45.53111,-73.57564,Entire home/apt,108,31,1,2016-08-18,0.02,5,257
249354,Appartement CENTENAIRE St-Henri,1306341,Sébastien,,Le Sud-Ouest,45.47379,-73.58527,Entire home/apt,74,7,20,2020-01-03,1.07,1,0
254268,Gorgeous downtown condo getaway,1335666,Ulka,,Le Sud-Ouest,45.49049,-73.56982,Entire home/apt,116,3,9,2012-09-23,0.09,1,73
256043,Plateau Mont-Royal apartment - for shootings,1346302,Stéphanie,,Le Plateau-Mont-Royal,45.52727,-73.57637,Entire home/apt,125,6,31,2019-07-30,0.55,3,351
260661,Little Italy : the paradise !!!!,1367625,Monik,,Rosemont-La Petite-Patrie,45.53326,-73.60784,Entire home/apt,161,3,207,2019-12-27,2.14,2,230
261219,The heart of the Plateau Mt-Royal,1370203,Vanessa,,Le Plateau-Mont-Royal,45.53095,-73.58916,Entire home/apt,95,7,11,2019-08-05,0.14,1,189
262688,Le Tierra - Private Parking & Huge Backyard,1016614,Home In Montreal,,Le Sud-Ouest,45.47996,-73.55864,Entire home/apt,64,1,128,2020-01-05,1.41,18,350
267591,Nice & Sunny Condo in HoMa,1403248,Evelyne,,Mercier-Hochelaga-Maisonneuve,45.54673,-73.54175,Entire home/apt,90,2,26,2018-12-31,0.27,1,364
269160,"Sunny, stylish and good vibes",1359551,Anne,,Rosemont-La Petite-Patrie,45.55027,-73.58759,Entire home/apt,131,2,13,2019-08-18,0.14,2,178
270668,Modern & Cozy Condo Heart of Plateau,1416815,Charles & Chantal,,Le Plateau-Mont-Royal,45.52028,-73.58039,Entire home/apt,80,2,91,2019-12-29,0.94,1,11
270740,Beautiful furnished large apartment,990456,Ozi,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49492,-73.60735,Entire home/apt,74,5,5,2013-09-26,0.05,1,0
280223,one of a kind - HUGE artist's loft,1432655,Vanessa,,Villeray-Saint-Michel-Parc-Extension,45.52697,-73.61797,Entire home/apt,89,2,4,2015-08-03,0.05,1,0
284486,AMAZING APARTMENT DOWNTOWN/PLATEAU,1481400,Younes,,Le Plateau-Mont-Royal,45.51465,-73.57161,Entire home/apt,112,180,5,2012-09-07,0.05,1,365
284873,Villeray Sunny&Spacious Apartment,248307,Christine,,Villeray-Saint-Michel-Parc-Extension,45.5439,-73.6318,Entire home/apt,65,10,1,2016-08-01,0.02,1,0
285313,Cozy Montreal Appartement for rent,1475089,Sara,,Rosemont-La Petite-Patrie,45.52969,-73.60519,Entire home/apt,74,3,22,2018-07-16,0.35,1,0
285349,original Montreal style,787391,Karine,,Rosemont-La Petite-Patrie,45.55161,-73.58207,Entire home/apt,104,7,7,2019-10-19,0.40,3,256
285497,Beautiful condo downtown Montreal!,1486044,Karine,,Le Plateau-Mont-Royal,45.5111,-73.57331,Entire home/apt,101,5,14,2019-10-26,0.26,1,71
286671,Magnifique appartement - 2 ch - Plateau Mt-Royal,1145010,Ian,,Le Plateau-Mont-Royal,45.51914,-73.5667,Entire home/apt,140,30,11,2019-11-29,0.12,2,347
291629,Studio in Rosemont - Rouge,1510828,Marie-France Et Alain,,Rosemont-La Petite-Patrie,45.54812,-73.58535,Entire home/apt,50,32,74,2019-12-04,0.78,2,213
293515,Spacious 2 Bedroom Plateau Condo,1518378,Ilona,,Le Plateau-Mont-Royal,45.51651,-73.57275,Entire home/apt,251,3,129,2019-08-26,1.32,2,114
293760,br. fully equip short/ long term,1327466,Marie Gyby,,Saint-Laurent,45.52371,-73.68067,Private room,44,5,35,2019-12-04,0.36,3,364
298059,Superb cottage Mile-End Plateau !,1536474,Helene,,Le Plateau-Mont-Royal,45.5253,-73.60703,Entire home/apt,110,330,60,2019-11-03,0.61,1,0
299750,Cozy Loft in Little Italy 2 !!!,555545,Leticia,,Rosemont-La Petite-Patrie,45.53259,-73.61447,Entire home/apt,55,60,46,2019-10-31,0.47,2,89
300897,AMAZING MODERN DOWNTOWN LOFT/APT,1549894,Delphine,,Ville-Marie,45.52289,-73.5525,Entire home/apt,181,3,101,2016-08-05,1.07,1,0
301428,Plateau Mt-Royal+ Mile End by foot!,980356,Marie,,Le Plateau-Mont-Royal,45.52333,-73.58402,Private room,44,2,186,2020-01-05,1.94,2,0
309367,Charming and Clean ! 5 min Métro ,1562348,Virginie,,Villeray-Saint-Michel-Parc-Extension,45.55127,-73.59975,Entire home/apt,64,31,22,2015-08-13,0.24,3,104
311307,Le Ste-Catherine : BEST Location Quartier Latin + Walk to Old Montreal,1016614,Home In Montreal,,Ville-Marie,45.51222,-73.55545,Entire home/apt,57,1,230,2020-01-07,2.57,18,318
314825,Large group? Perfect place for it,1480067,Jean,,Rosemont-La Petite-Patrie,45.53412,-73.60537,Entire home/apt,700,2,80,2019-12-29,0.87,4,356
316256,Jolie maison idéalement située,1624269,Henri,,Le Plateau-Mont-Royal,45.51819,-73.57654,Entire home/apt,131,7,4,2016-07-29,0.04,1,134
317740,Large apartment in the Plateau Mont-royal,1630921,Tibo,,Le Plateau-Mont-Royal,45.53273,-73.57136,Private room,61,2,3,2018-07-02,0.04,2,245
319695,Mile-End loft w/bagels & wifi!,370793,Aleece,,Le Plateau-Mont-Royal,45.52365,-73.59723,Entire home/apt,104,90,29,2014-10-17,0.31,1,256
319837,Dolce Vita in Little Italy,1639878,Pascale,,Villeray-Saint-Michel-Parc-Extension,45.53975,-73.61803,Entire home/apt,101,25,18,2019-10-04,0.20,2,276
325499,Cozy fun loft downtown Montreal,210586,Vanessa,,Ville-Marie,45.48906,-73.58107,Entire home/apt,110,1,10,2019-10-25,0.14,2,287
331707,Nice NDG independant Garden Studio,1680770,Gilles,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46357,-73.63372,Entire home/apt,47,21,51,2019-09-02,0.53,1,50
331764,Loft sur le Plateau avec terrasse,1676310,Julien,,Le Plateau-Mont-Royal,45.52896,-73.57274,Entire home/apt,60,30,60,2019-12-10,0.67,1,307
341318,"Bedroom on the Lachine canal, wifi",1731476,Jc,,Le Sud-Ouest,45.47786,-73.57134,Private room,23,33,10,2019-12-22,0.11,7,165
341369,Best Location in Montreal -2 Br,294199,Tj,,Le Plateau-Mont-Royal,45.51587,-73.57065,Entire home/apt,129,2,6,2019-08-25,0.23,2,35
344430,large flat with a great location,1699785,Isabel,,Le Plateau-Mont-Royal,45.51758,-73.58041,Entire home/apt,80,15,2,2014-09-25,0.03,1,0
344508,Convenient location and comfortable,839115,Nazzarena,,LaSalle,45.44174,-73.62885,Private room,33,30,6,2012-10-10,0.07,1,363
346414,Room with garden in Mile End,656725,Christophe,,Le Plateau-Mont-Royal,45.52668,-73.60154,Private room,39,1,16,2019-11-01,0.18,3,364
346416,Double room with private room + garden in Mile End,656725,Christophe,,Le Plateau-Mont-Royal,45.52698,-73.60097,Private room,65,1,13,2019-08-27,0.19,3,364
351408,80s Film-lover's Dream,893694,Papagena,,Le Plateau-Mont-Royal,45.51668,-73.57656,Private room,48,3,52,2016-09-27,0.56,1,0
351671,Plateau cozy studio with balcony,381468,Sylvie,,Le Plateau-Mont-Royal,45.52841,-73.58409,Entire home/apt,119,3,65,2019-09-29,0.70,7,166
353206,Confortable appartement proche marché Jean-Talon,445553,Julie,,Rosemont-La Petite-Patrie,45.53873,-73.60339,Entire home/apt,74,7,1,2012-04-12,0.01,1,0
353210,Small room in a wonderful house,1789044,Colin&Özge,,Mercier-Hochelaga-Maisonneuve,45.5562,-73.53277,Private room,29,2,21,2019-11-23,0.25,4,197
357691,"2brm Modern Condo- blvd Cote Vertu, Saint Laurent",1803138,MFS - Maria,,Saint-Laurent,45.51903,-73.67701,Entire home/apt,95,90,2,2018-09-15,0.11,6,89
359969,Large Plateau 2br Plateau-Mont-Royal - Mile End,980356,Marie,,Le Plateau-Mont-Royal,45.52098,-73.58662,Entire home/apt,74,4,13,2019-09-16,0.14,2,21
364710,"Bel Appart  Loft Meublé, Plateau",1145010,Ian,,Le Plateau-Mont-Royal,45.52073,-73.56683,Entire home/apt,150,90,10,2018-06-30,0.18,2,365
365511,"Center Mile End apt cats, wifi and coffee",1845719,Robyn,,Le Plateau-Mont-Royal,45.52394,-73.60363,Entire home/apt,59,7,87,2019-10-08,0.95,1,132
366300,Beautiful LOFT in the Plateau MTL,1849455,Jackie,,Le Plateau-Mont-Royal,45.51815,-73.58262,Entire home/apt,221,365,15,2017-07-04,0.16,1,365
370122,Lovely flat in Villeray near Market,1865528,Laurence,,Villeray-Saint-Michel-Parc-Extension,45.53931,-73.6286,Entire home/apt,55,14,2,2013-01-05,0.02,1,0
380222,Ze Adress in NDG! Monthly rental,1908104,Josée,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46765,-73.61806,Entire home/apt,87,30,5,2017-06-03,0.05,1,116
382458,Le René-Lévesque : BEST Location Quartier Latin + Walk to Old Montreal,1016614,Home In Montreal,,Ville-Marie,45.51271,-73.55581,Entire home/apt,69,1,155,2020-01-04,1.64,18,310
387052,"Classic Plateau Studio, all inclusive",1300334,Dan,,Le Plateau-Mont-Royal,45.5325,-73.57518,Entire home/apt,34,31,22,2019-08-18,0.24,5,182
393991,Le St-Laurent : BEST Location Quartier Latin + Walk to Old Montreal,1016614,Home In Montreal,,Ville-Marie,45.51375,-73.5572,Entire home/apt,69,1,189,2020-01-05,2.05,18,345
394001,Le St-Denis : BEST Location Quartier Latin + Walk to Old Montreal,1016614,Home In Montreal,,Ville-Marie,45.51215,-73.55579,Entire home/apt,57,1,165,2020-01-09,2.03,18,301
394304,Maison pour famille avec jardin,1352426,Élodie Et Antoine,,Le Plateau-Mont-Royal,45.52218,-73.58363,Entire home/apt,179,6,21,2020-01-01,0.23,1,19
397489,Montreal downtown condo.,1980685,Chad,,Le Sud-Ouest,45.48858,-73.57151,Entire home/apt,95,31,22,2019-12-30,0.24,2,256
403103,"Peaceful condo, Plateau / Mile End",2010899,Katia,,Le Plateau-Mont-Royal,45.52515,-73.58827,Entire home/apt,149,3,47,2017-01-06,0.71,1,0
406339,Plateau Mont-Royal Large Bedroom,1346302,Stéphanie,,Le Plateau-Mont-Royal,45.53032,-73.5749,Private room,57,2,80,2019-09-02,0.90,3,161
406724,Escale urbaine,2026285,Isabelle,,Ahuntsic-Cartierville,45.54205,-73.70019,Entire home/apt,95,31,46,2019-05-06,0.51,1,33
411826,Two story condo in the Plateau,2049921,Vladimir,,Le Plateau-Mont-Royal,45.53484,-73.5841,Entire home/apt,140,2,0,,,1,12
413759,Artsy bedroom Plateau Mont-Royal,1880966,Janick,,Le Plateau-Mont-Royal,45.53067,-73.58701,Private room,40,1,106,2019-12-01,1.14,2,347
416010,Apt central et lumineux - poss loc long terme (4),702508,Andréane,,Rosemont-La Petite-Patrie,45.55039,-73.57732,Entire home/apt,50,30,30,2019-10-29,0.32,1,214
416870,Appartement centre-ville 3 chambres,2073082,Clément,,Ville-Marie,45.52183,-73.56439,Entire home/apt,134,7,5,2018-07-15,0.06,1,0
